species,TempClass
Aneurinibacillus sp. B1,
Paenibacillus kribbensis,
Paenisporosarcina cavernae,
Sporosarcina psychrophila,
Salinicoccus halodurans,
Staphylococcus simulans,
Streptococcus pasteurianus,
Desulfosporosinus youngiae,
Acetobacterium wieringae,
Emergencia timonensis,
Pusillibacter faecalis,
Desulforamulus ruminis,
Romboutsia ilealis,
Chitinophaga agri,
Dyadobacter sp. LJ419,
Polaribacter sp. KT25b,
Polaribacter sp. L3A8,
Rasiella rasia,
Winogradskyella sediminis,
Chryseobacterium sp. SNU WT5,
Kaistella sp. GW4-15,
Candidatus Minimicrobia vallesae,
Gimesia alba,
Sulfitobacter sp. SK011,
Neisseria brasiliensis,
Neisseria elongata,
Paraglaciecola sp. L1A13,
Shewanella benthica,
Citrobacter sp. R56,Mesophilic
Cronobacter sakazakii,Mesophilic
Candidatus Erwinia haradaeae,Mesophilic
Providencia vermicola,Mesophilic
Yersinia enterocolitica,Mesophilic
Methylotuvimicrobium buryatense,
Halomonas sp. ZZQ-149,
Aggregatibacter sp. Marseille-P9115,
Pseudomonas sp. DTU12.3,Mesophilic
Vibrio mimicus,
Vibrio quintilis,
Stenotrophomonas sp. ASS1,
Stenotrophomonas sp. SXG-1,
Jonquetella anthropi,
Cercospora beticola,
Haladaptatus sp. ZJ1,
Halolamina sp. CBA1230,
Winkia neuii,
Corynebacterium genitalium,
Corynebacterium kalinowskii,
Corynebacterium singulare,
Atopobium sp. oral taxon 416,
Effusibacillus dendaii,
Alkalihalobacillus lehensis,
Aneurinibacillus soli,
Planococcus halocryophilus,
Staphylococcus arlettae,
Staphylococcus felis,
Kroppenstedtia pulmonis,
Dolosigranulum pigrum,
Lactococcus cremoris,
Clostridium sp. JN-9,Mesophilic
Megasphaera massiliensis,
Phocaeicola vulgatus,
Draconibacterium orientale,
Cardinium endosymbiont of Oedothorax gibbosus,
Lacinutrix sp. WUR7,
Pedobacter roseus,
Synechococcus sp. BIOS-E4-1,
Synechococcus sp. PCC 7336,
Leptotrichia wadei,
Sulfitobacter sp. SK012,
Anaplasma phagocytophilum,
Parasphingorhabdus halotolerans,
Neisseria animalis,
Rugosibacter aromaticivorans,
Paraglaciecola psychrophila,
Pseudoalteromonas rhizosphaerae,
Pseudoalteromonas sp. APM04,
Shewanella avicenniae,
Shewanella indica,
Shewanella xiamenensis,
Citrobacter farmeri,Mesophilic
Pseudocitrobacter corydidari,Mesophilic
Raoultella terrigena,Mesophilic
Serratia sp. 1D1416,Mesophilic
Marinomonas primoryensis,
Pseudomonas canavaninivorans,Mesophilic
Pseudomonas sp. A2,Mesophilic
Pseudomonas sp. NIBRBAC000502773,Mesophilic
Leptospira kirschneri,
Spirochaeta africana,
Halanaeroarchaeum sp. HSR-CO,
Halosolutus gelatinilyticus,
Natrinema versiforme,
Rothia terrae,
Alkalihalobacillus sp. DSM 23008,
Bacillus mojavensis,
Planococcus donghaensis,
Staphylococcus condimenti,
Latilactobacillus sakei,
Dehalobacter sp. CF,
Anaerobutyricum hallii,
Vallitalea guaymasensis,
Thermoanaerobacter sp. RKWS2,
Amedibacterium intestinale,
Ferruginibacter albus,
Nibribacter ruber,
Capnocytophaga sp. H2931,
Croceibacter atlanticus,
Nonlabens spongiae,
Olleya sp. Bg11-27,
Tenacibaculum singaporense,
Apibacter sp. ESL0432,
Kaistella carnis,
Mucilaginibacter sp. 21P,
Acaryochloris marina,
Synechococcus sp. CBW1006,
Tichowtungia aerotolerans,
Gimesia aquarii,
Acidithiobacillus ferriphilus,
Sulfitobacter sp. SK025,
Sphingopyxis sp. GC21,
Burkholderia sp. PAMC 28687,
Oxalobacter aliiformigenes,
Undibacterium sp. KW1,
Sutterella wadsworthensis,
Buttiauxella ferragutiae,Mesophilic
Lonsdalea populi,Mesophilic
Legionella sp. MW5194,
Legionella spiritensis,
Acinetobacter radioresistens,
Mannheimia bovis,
Pseudomonas alvandae,Mesophilic
Pseudomonas avellanae,Mesophilic
Pseudomonas sp. ArH3a,Mesophilic
Pseudomonas sp. DR 5-09,Mesophilic
Cycloclasticus zancles,
Methylophaga frappieri,
Vibrio europaeus,
Vibrio sp. SCSIO 43132,
Stenotrophomonas sp. SBJS02,
Bdellovibrio sp. NC01,
Borrelia miyamotoi,
Fulvia fulva,
Salarchaeum sp. JOR-1,
Methanosarcina flavescens,
Methanosarcina mazei,
Corynebacterium resistens,
Coriobacterium glomerans,
Bacillus cabrialesii,
Bacillus sp. LJBS17,
Bacillus sp. SB49,
Rossellomorea sp. KS-H15a,
Exiguobacterium aurantiacum,
Paenibacillus sp. M-152,
Planococcus kocurii,
Jeotgalibaca sp. PTS2502,
Lacticaseibacillus casei,
Lactobacillus amylovorus,
Levilactobacillus zymae,
Ligilactobacillus salivarius,
Anaerocolumna sedimenticola,
Acutalibacter muris,
Dehalobacterium formicoaceticum,
Bacteroides xylanisolvens,Mesophilic
Chitinophaga sp. R8,
Winogradskyella helgolandensis,
Chryseobacterium balustinum,
Chryseobacterium daecheongense,
Chryseobacterium sp. StRB126,
Chloroflexus aggregans,
Poriferisphaera corsica,
Asticcacaulis sp. SL142,
Bartonella choladocola,
Methylobacterium sp. OT2,
Lentilitoribacter sp. Alg239-R112,
Profundibacter amoris,
Sulfitobacter sp. M368,
Sulfitobacter sp. S223,
Burkholderia pseudomultivorans,
Neisseria mucosa,
Neisseria sp. ZJ106,
Candidatus Nitrotoga arctica,
Desulfobacca acetoxidans,
Pseudoalteromonas tunicata,
Shewanella sp. FJAT-53681,
Enterobacter bugandensis,Mesophilic
Kosakonia arachidis,Mesophilic
Arsenophonus endosymbiont of Aphis craccivora,Mesophilic
Serratia quinivorans,Mesophilic
Methylomonas sp. LW13,
Acinetobacter haemolyticus,
Oleiphilus messinensis,
Reinekea forsetii,
Pseudomonas silesiensis,Mesophilic
Pseudomonas sp. LTGT-11-2Z,Mesophilic
Pseudomonas sp. Z003-0.4C(8344-21),Mesophilic
Piscirickettsia salmonis,
Vibrio tubiashii,
Brettanomyces nanus,
Cryptococcus gattii VGI,
Halorientalis sp. IM1011,
Natrinema pallidum,
Actinobaculum sp. 313,
Schaalia radingae,
Micrococcus yunnanensis,
Corynebacterium hindlerae,
Corynebacterium sp. NML98-0116,
Rhodococcus sp. DMF-1,
Prauserella muralis,
Exiguobacterium antarcticum,
Planococcus faecalis,
Planococcus versutus,
Carnobacterium sp. 17-4,
Desulfitobacterium metallireducens,
[Ruminococcus] torques,
Natranaerofaba carboxydovora,
Thermoanaerobacterium sp. RBIITD,
Faecalibaculum rodentium,
Bacteroides faecium,Mesophilic
Flavobacterium sp. N502540,
Candidatus Karelsulcia muelleri,
Chryseobacterium sp. G0201,
Synechococcus sp. LTW-R,
Brucella sp. 10RB9215,
Brucella sp. HL-2,
Candidatus Pelagibacter sp. RS39,
Leisingera sp. M523,
Ruegeria conchae,
Formicincola oecophyllae,
Undibacterium sp. YM2,
Chromobacterium sp. Beijing,
Aeromonas sp. FDAARGOS 1417,
Oceanisphaera profunda,
Salinimonas lutimaris,
Enterobacter sp. JBIWA005,Mesophilic
Serratia grimesii,Mesophilic
Serratia sp. FS14,Mesophilic
Neptunomonas japonica,
Pseudomonas sp. SDM007,Mesophilic
Pseudomonas syringae group genomosp. 3,Mesophilic
Pseudomonas thivervalensis,Mesophilic
Vibrio sp. sp1,
Vibrio zhugei,
Halobacteriovorax marinus,
Leishmania infantum,
Cuniculiplasma divulgatum,
Methanofollis formosanus,
Rhodoluna lacicola,
Salimicrobium jeotgali,
Listeria ivanovii,
Paenibacillus kyungheensis,
Paenibacillus sp. 37,
Paenibacillus sp. FSL H7-0737,
Paenibacillus sp. S25,
Macrococcus armenti,
Secundilactobacillus paracollinoides,
Crassaminicella sp. 143-21,
Desulfosporosinus orientis,
Lacrimispora saccharolytica,
Bacteroides intestinalis,Mesophilic
Bacteroides sp. D2,Mesophilic
Butyricimonas virosa,
Arachidicoccus sp. B3-10,
Bernardetia litoralis,
Arenibacter algicola,
Capnocytophaga sp. oral taxon 902,
Zobellia galactanivorans,
Chlorobaculum parvum,
Prosthecochloris sp. HL-130-GSB,
Nostoc commune,
Nostoc piscinale,
Phormidium yuhuli,
Synechococcus elongatus,
Deinococcus radiophilus,
Endomicrobium proavitum,
Spiroplasma gladiatoris,
Sulfitobacter pontiacus,
Parasaccharibacter sp. TMW 2.1888,
Wolbachia endosymbiont of Drosophila pseudotakahashii,
Desulfonema magnum,
Nitratifractor salsuginis,
Sulfurovum indicum,
Pseudoalteromonas phenolica,
Parashewanella spongiae,
Citrobacter koseri,Mesophilic
Cronobacter condimenti,Mesophilic
Dickeya poaceiphila,Mesophilic
Rouxiella chamberiensis,Mesophilic
Serratia entomophila,Mesophilic
Yersinia hibernica,Mesophilic
Gallaecimonas mangrovi,
Marinomonas foliarum,
Avibacterium paragallinarum,
Pseudomonas sp. ACM7,Mesophilic
Pseudomonas sp. B21-054,Mesophilic
Pseudomonas sp. SK,Mesophilic
Thiosulfatimonas sediminis,
Leptospira interrogans,
Leptospira noguchii,
Treponema socranskii,
Plasmodium knowlesi,
Halorussus sp. XZYJT40,
Haloplanus sp. HW8-1,
Natrinema pellirubrum,
Methanofollis liminatans,
Bifidobacterium eulemuris,
Corynebacterium lizhenjunii,
Bacillus sp. N1-1,
Clostridium sp. 'deep sea',Mesophilic
Aegicerativicinus sediminis,
Cellulophaga omnivescoria,
Changchengzhania lutea,
Nonlabens tegetincola,
Chryseobacterium lactis,
Chryseobacterium oranimense,
Chryseobacterium sp. PCH239,
Mucilaginibacter ginkgonis,
Mucilaginibacter mallensis,
Geminocystis sp. NIES-3709,
Iodobacter fluviatilis,
Shewanella aestuarii,
Shewanella sp. FJAT-53749,
Klebsiella grimontii,Mesophilic
Pseudescherichia vulneris,Mesophilic
Raoultella sp. HC6,Mesophilic
Shigella dysenteriae,Mesophilic
Erwinia sp. QL-Z3,Mesophilic
Mixta gaviniae,Mesophilic
Proteus sp. ZN5,Mesophilic
Yersinia rohdei,Mesophilic
Endozoicomonas montiporae,
Marinomonas arctica,
Pseudomonas sp. HS6,Mesophilic
Pseudomonas sp. LH1G9,Mesophilic
Pseudomonas sp. OST1909,Mesophilic
Vibrio anguillarum,
Vibrio pomeroyi,
Bdellovibrio sp. KM01,
Borrelia maritima,
Phaeodactylum tricornutum,
Lederbergvirus Sf6,
Halorhabdus sp. CBA1104,
Natronobacterium gregoryi,
Corynebacterium minutissimum,
Eggerthella sp. YY7918,
Chthonomonas calidirosea,
Paenibacillus sp. E222,
Mammaliicoccus stepanovicii,
Staphylococcus saprophyticus,
Enterococcus gallinarum,
Enterococcus hirae,
Vagococcus carniphilus,
Alkaliphilus sp. B6464,
Crassaminicella thermophila,
Desulfosporosinus acidiphilus,
Alkalibacter rhizosphaerae,
Butyrivibrio proteoclasticus,
Enterocloster bolteae,
Petrocella atlantisensis,
Koleobacter methoxysyntrophicus,
Veillonella parvula,
Murdochiella vaginalis,
Lutibacter profundi,
Muricauda sp. SCSIO 65647,
Polaribacter litorisediminis,
Chryseobacterium piperi,
Aureispira sp. EL160426,
Solitalea sp. S2-8,
Thermus sp. NEB1569,Thermophilic
Gluconobacter sphaericus,
Kingella potus,
Neisseria macacae,
Desulfovibrio sp. G11,
Syntrophus aciditrophicus,
Shewanella psychropiezotolerans,
Raoultella electrica,Mesophilic
Hafnia paralvei,Mesophilic
Pectobacterium parmentieri,Mesophilic
Rahnella victoriana,Mesophilic
Yersinia entomophaga,Mesophilic
Yersinia frederiksenii,Mesophilic
Methylotuvimicrobium alcaliphilum,
Moraxella bovis,
Moraxella nonliquefaciens,
Frischella perrara,
Glaesserella sp. 15-184,
Marinobacter sp. BSs20148,
Pseudomonas sp. IB20,Mesophilic
Methylophaga pinxianii,
Vibrio aerogenes,
Vibrio algicola,
Vibrio gazogenes,
Sediminispirochaeta smaragdinae,
Thalassiosira pseudonana,
Tetrapisispora phaffii,
Halobacterium sp. BOL4-2,
Salarchaeum japonicum,
Halogeometricum borinquense,
Halovivax cerinus,
Methanothermobacter thermautotrophicus,
Conexivisphaera calida,
Varibaculum prostatecancerukia,
Microbacterium sp. AISO3,
Arthrobacter sp. NicSoilB11,
Bacillus sp. BC1-43,
Gemella haemolysans,
Brevibacillus formosus,
Jeotgalicoccus sp. ATCC 8456,
Staphylococcus haemolyticus,
Staphylococcus pettenkoferi,
Staphylococcus sp. IVB6238,
Carnobacterium inhibens,
Streptococcus cristatus,
Geosporobacter ferrireducens,
Anaerostipes caccae,
Anaerostipes hadrus,
Peptacetobacter hiranonis,
Carboxydothermus hydrogenoformans,Thermophilic
Methylomusa anaerophila,
Dialister succinatiphilus,
Bizionia sp. M204,
Chryseobacterium sp. D764,
Chryseobacterium sp. MEBOG06,
Elizabethkingia meningoseptica,
Saprospira grandis,
Tolypothrix sp. PCC 7910,
Tolypothrix tenuis,
Synechococcus sp. PROS-7-1,
Haploplasma axanthum,
Octadecabacter antarcticus,
Acetobacter senegalensis,
Polynucleobacter corsicus,
Delftia sp. Cs1-4,
Paradesulfovibrio bizertensis,
Pseudodesulfovibrio sp. zrk46,
Campylobacter coli,
Campylobacter insulaenigrae,
Wolinella succinogenes,
Shewanella amazonensis,
Shewanella sp. FJAT-54031,
Nitrosococcus halophilus,
Nitrosococcus wardiae,
Cronobacter muytjensii,Mesophilic
Kosakonia radicincitans,Mesophilic
Kangiella koreensis,
Acinetobacter bouvetii,
Marinomonas profundi,
Pseudomonas hamedanensis,Mesophilic
Pseudomonas simiae,Mesophilic
Pseudomonas sp. HN11,Mesophilic
Allofrancisella inopinata,
Halobacteriovorax sp. BALOs_7,
Pandoravirus salinus,
Natronomonas moolapensis,
Mobiluncus curtisii,
Bifidobacterium angulatum,
Bifidobacterium catenulatum,
Glutamicibacter sp. M10,
Corynebacterium propinquum,
Lawsonella clevelandensis,
Mycobacterium haemophilum,
Alicyclobacillus dauci,
Exiguobacterium sp. AT1b,
Exiguobacterium sp. ZWU0009,
Macrococcus equipercicus,
Nosocomiicoccus ampullae,
Carnobacterium divergens,
Marinilactibacillus sp. 15R,
Latilactobacillus curvatus,
Ligilactobacillus ruminis,
Streptococcus intermedius,
Streptococcus salivarius,
Caloramator sp. Dgby_cultured_2,
Clostridium drakei,Mesophilic
Clostridium sp. JN-1,Mesophilic
Paraclostridium bifermentans,
Blautia obeum,
Lachnoclostridium phytofermentans,
Lachnoclostridium sp. YL32,
[Ruminococcus] gnavus,
Romboutsia sp. CE17,
Vallitalea pronyensis,
Bacteroides nordii,Mesophilic
Bacteroides zoogleoformans,Mesophilic
Prevotella melaninogenica,
Flammeovirga sp. MY04,
Hymenobacter sp. NBH84,
Dokdonia donghaensis,
Formosa sp. Hel3_A1_48,
Tamlana carrageenivorans,
Coprothermobacter proteolyticus,
Limnospira fusiformis,
Synechococcus sp. BIOS-U3-1,
Synechococcus sp. NOUM97013,
Mycoplasmopsis gallinacea,
Telmatocola sphagniphila,
Octadecabacter arcticus,
Ehrlichia ruminantium,
Burkholderia arboris,
Vitreoscilla massiliensis,
Agarivorans aestuarii,
Thalassomonas haliotis,
Pseudoalteromonas sp. SM9913,
Shewanella sp. SNU WT4,
Enterobacter huaxiensis,Mesophilic
Erwinia tasmaniensis,Mesophilic
[Pantoea] beijingensis,Mesophilic
Obesumbacterium proteus,Mesophilic
Serratia sp. ATCC 39006,Mesophilic
Serratia sp. FDAARGOS_506,Mesophilic
Aquicella siphonis,
Neptunomonas concharum,
Pasteurella canis,
Pseudomonas sp. B21-031,Mesophilic
Allofrancisella guangzhouensis,
Photobacterium ganghwense,
Vibrio neptunius,
Vibrio scophthalmi,
Borreliella burgdorferi,
Sphaerochaeta globosa,
Trypanosoma brucei,
Halorussus halophilus,
Haloferax volcanii,
Candidatus Nitrosopumilus sp. SW,
Rhodococcus sp. P-2,
Alicyclobacillus sp. TC,
Bacillus inaquosorum,
Bacillus sp. LJBS06,
Bacillus wiedmannii,
Listeria welshimeri,
Planococcus rifietoensis,
Abyssicoccus albus,
Staphylococcus nepalensis,
Alkaliphilus metalliredigens,
Caloramator sp. mosi_1,
Clostridium acetobutylicum,Mesophilic
Desulfitobacterium hafniense,
Eubacterium ventriosum,
Ruminiclostridium herbifermentans,
Acididesulfobacillus acetoxydans,
Desulfofarcimen acetoxidans,
Caldicellulosiruptor obsidiansis,
Bacteroides coprosuis,Mesophilic
Duncaniella dubosii,
Butyricimonas faecalis,
Aquimarina sp. Aq107,
Gramella echinicola,
Polaribacter haliotis,
Kaistella sp. 97-N-M2,
Chlorobium phaeovibrioides,
Brevefilum fermentans,
Chroococcidiopsis sp. CCMEE 29,
Leptodesmis sichuanensis,
Bartonella apihabitans,
Methylorubrum sp. GM97,
Ciceribacter selenitireducens,
Sinorhizobium sp. M14,
Sulfitobacter sp. CB2047,
Thalassobius gelatinovorus,
Acetobacter ghanensis,
Burkholderia sp. LAS2,
Eikenella exigua,
Neisseria lactamica,
Methylophilus methylotrophus,
Nitrosospira lacus,
Colwellia sp. 20A7,
Thalassotalea sp. HSM 43,
Moritella marina,
Pseudoalteromonas arabiensis,
Tatumella ptyseos,Mesophilic
Providencia stuartii,Mesophilic
Celerinatantimonas diazotrophica,
Legionella lytica,
Acinetobacter junii,
Psychrobacter cryohalolentis,
Marinobacterium sp. LSUCC0821,
Pseudomonas kielensis,Mesophilic
Pseudomonas pergaminensis,Mesophilic
Pseudomonas soli,Mesophilic
Pseudomonas sp. DR208,Mesophilic
Pseudomonas sp. TKP,Mesophilic
Francisella frigiditurris,
Vibrio bathopelagicus,
Vibrio cyclitrophicus,
Thermanaerovibrio velox,
Tetrapisispora blattae,
Fusarium oxysporum,Mesophilic
Montyvirus monty,
Corynebacterium aquilae,
Corynebacterium camporealensis,
Corynebacterium choanae,
Corynebacterium pseudogenitalium,
Mycobacterium pseudoshottsii,
Pseudonocardia alaniniphila,
Exiguobacterium sp. MH3,
Exiguobacterium sp. N4-1P,
Staphylococcus auricularis,
Carnobacterium maltaromaticum,
Enterococcus cecorum,
Enterococcus thailandicus,
Vagococcus xieshaowenii,
Lactobacillus johnsonii,
Limosilactobacillus reuteri,
Streptococcus alactolyticus,
Streptococcus anginosus,
Eubacterium hominis,
Eubacterium sp. c-25,
Candidatus Formimonas warabiya,
Thermincola potens,
Veillonella rogosae,
Parvimonas micra,
Phocaeicola dorei,
Prevotella corporis,
Prevotella denticola,
Leeuwenhoekiella sp. ZYFB001,
Lutibacter sp. A64,
Polaribacter sp. R2A056_3_33,
Salinimicrobium sp. HN-2-9-2,
Richelia sinica,
Synechococcus sp. PROS-9-1,
Fibrobacter succinogenes,
Fusobacterium pseudoperiodonticum,
Bartonella sp. HY038,
Brucella microti,
Bradyrhizobium sp. 131,
Shinella sp. B3.7,
Acetobacter persici,
Terasakiella sp. SH-1,
Rickettsia endosymbiont of Ceutorhynchus assimilis,
Sneathiella aquimaris,
Polynucleobacter difficilis,
Neisseria dentiae,
Uruburuella suis,
Aliarcobacter lanthieri,
Aeromonas sp. FDAARGOS 1411,
Lacimicrobium alkaliphilum,
Pseudoalteromonas piratica,
Shewanella sp. FJAT-52076,
Sodalis glossinidius,Mesophilic
Buttiauxella sp. WJP83,Mesophilic
Kluyvera intermedia,Mesophilic
Yokenella regensburgei,Mesophilic
Erwinia rhapontici,Mesophilic
Pantoea eucrina,Mesophilic
Acinetobacter septicus,
Acinetobacter sp. F9,
Psychrobacter sp. DAB_AL43B,
Pseudomonas asgharzadehiana,Mesophilic
Pseudomonas gozinkensis,Mesophilic
Pseudomonas lini,Mesophilic
Pseudomonas sp. UW4,Mesophilic
Pseudomonas sp. YeP6b,Mesophilic
Thiothrix subterranea,
Photobacterium swingsii,
Photobacterium toruni,
Vibrio spartinae,
Thermotoga caldifontis,
Halohasta litchfieldiae,
Haloterrigena daqingensis,
Methanothrix harundinacea,
Aquiluna sp. KACHI24,
Corynebacterium callunae,
Corynebacterium pseudopelargi,
Corynebacterium sp. L2-79-05,
Exiguobacterium sp. Helios,
Rummeliibacillus sp. G93,
Staphylococcus gallinarum,
Aerococcus sanguinicola,
Aerococcus urinae,
Granulicatella adiacens,
Lactobacillus paragasseri,
Streptococcus pantholopis,
Clostridium aceticum,Mesophilic
Anaerotignum propionicum,
Lacrimispora xylanolytica,
Ruminococcus champanellensis,
Megamonas funiformis,
Flammeovirga kamogawensis,
Algibacter sp. L3A6,
Nonlabens sp. MB-3u-79,
Polaribacter sp. AHE13PA,
Zunongwangia sp. HGR-M22,
Chryseobacterium sp. CY350,
Chryseobacterium sp. PET-29,
Mucilaginibacter sp. KACC 22773,
Geminocystis herdmanii,
Planktothrix agardhii,
Parasynechococcus marenigrum,
Ignavibacterium album,
Mesomycoplasma bovoculi,
Candidatus Puniceispirillum marinum,
endosymbiont of Acanthamoeba sp. UWC8,
Mesorhizobium sp. NBIMC_P2-C4,
Leisingera sp. NJS201,
Acetobacter oryzoeni,
Swingsia samuiensis,
Polynucleobacter sp. TSB-Sco08W16,
Oxalobacter formigenes,
Methyloradius palustris,
Methylotenera versatilis,
Maridesulfovibrio salexigens,
Campylobacter curvus,
Campylobacter mucosalis,
Campylobacter novaezeelandiae,
Sulfurimonas denitrificans,
Alteromonas sp. RKMC-009,
Pseudoalteromonas prydzensis,
Shewanella sp. FJAT-51860,
Citrobacter sedlakii,Mesophilic
Phytobacter ursingii,Mesophilic
Erwinia amylovora,Mesophilic
Pectobacterium cacticida,Mesophilic
Pectobacterium sp. F1-1,Mesophilic
Yersinia massiliensis,Mesophilic
Coxiella endosymbiont of Dermacentor marginatus,
Legionella anisa,
Acinetobacter sp. BHS4,
Acinetobacter towneri,
Endozoicomonas sp. 4G,
Pseudomonas sp. B21-010,Mesophilic
Grimontia sp. 020920N,
Vibrio gangliei,
Metallibacterium scheffleri,
Thermosulfurimonas marina,
Plasmodium berghei,
Plasmodium falciparum,
Debaryomyces hansenii,
Yarrowia lipolytica,
Schizosaccharomyces pombe,
Fusarium pseudograminearum,Mesophilic
Haloprofundus salinisoli,
Haloprofundus sp. MHR1,
